PI: Jack Qiang Ji
PI Contact Info:
   Code 613.2
   NASA/Goddard Space Flight Center
   Greenbelt, MD 20771
   ji@climate.gsfc.nasa.gov

Data Info.: Black Carbon Mass Concentration
Instrument: 7-Wavelength Aethalometer
Channel Info.: 360(Ch 1), 450(Ch 2), 571(Ch 3), 615(Ch 4), 660(Ch 5), 880(Ch 6), and 950(Ch 7)nm
Platform: COMMIT
Project Info.: NAMMA 2006 study

Temporal Resolution of Current Dataset : 1 hour (average)
Data Status: Raw Data
Units: ug/m^3
Latitude: 16.732deg N
Longitude: 22.936deg W
Site Altitude: 80 meter
Stipulations on Use: Use of these data requires PI permission

Yr    Mo  Da   DoY(UTC)      Ch 1      Ch 2      Ch 3      Ch 4      Ch 5      Ch 6      Ch 7      7-Ch Avg.
2006   9  19   262.75000     0.041     0.045     0.048     0.050     0.047     0.056     0.060     0.050
2006   9  19   262.79166     0.026     0.029     0.035     0.036     0.036     0.036     0.041     0.034
2006   9  19   262.83334     0.034     0.037     0.027     0.033     0.033     0.027     0.013     0.029
2006   9  19   262.87500     0.018     0.024     0.026     0.038     0.036     0.047     0.064     0.036
2006   9  19   262.91666     0.181     0.183     0.186     0.172     0.172     0.168     0.181     0.178
2006   9  19   262.95834     0.078     0.066     0.070     0.073     0.055     0.060     0.079     0.069
2006   9  20   263.00000     0.227     0.220     0.236     0.222     0.225     0.224     0.243     0.228
2006   9  20   263.04166     0.142     0.122     0.123     0.130     0.092     0.100     0.120     0.118
2006   9  20   263.08334     0.393     0.343     0.348     0.306     0.306     0.285     0.306     0.327
2006   9  20   263.12500     0.168     0.150     0.154     0.154     0.129     0.120     0.150     0.146
2006   9  20   263.16666     0.556     0.448     0.444     0.391     0.351     0.343     0.359     0.413
2006   9  20   263.20834     0.195     0.190     0.205     0.199     0.186     0.180     0.218     0.196
2006   9  20   263.25000     0.635     0.443     0.432     0.338     0.293     0.281     0.311     0.390
2006   9  20   263.29166     0.722     0.507     0.498     0.390     0.331     0.309     0.341     0.443
2006   9  20   263.33334     0.514     0.396     0.378     0.307     0.257     0.215     0.219     0.327
2006   9  20   263.37500     0.369     0.318     0.326     0.271     0.229     0.212     0.230     0.279
2006   9  20   263.41666     0.332     0.296     0.295     0.254     0.218     0.193     0.201     0.256
2006   9  20   263.45834     0.247     0.222     0.225     0.190     0.170     0.157     0.162     0.196
2006   9  20   263.50000     0.174     0.159     0.169     0.144     0.126     0.122     0.128     0.146
2006   9  20   263.54166     0.137     0.129     0.129     0.114     0.104     0.096     0.094     0.115
2006   9  20   263.58334     0.124     0.119     0.123     0.115     0.103     0.097     0.099     0.111
2006   9  20   263.62500     0.119     0.116     0.120     0.113     0.103     0.101     0.104     0.111
2006   9  20   263.66666     0.111     0.112     0.117     0.111     0.106     0.104     0.107     0.110
2006   9  20   263.70834     0.111     0.104     0.115     0.104     0.099     0.090     0.090     0.102
2006   9  20   263.79166     0.169     0.149     0.126     0.110     0.130     0.156     0.117     0.137
2006   9  20   263.83334     0.162     0.142     0.147     0.135     0.137     0.144     0.159     0.146
2006   9  20   263.87500     0.148     0.124     0.133     0.108     0.101     0.114     0.124     0.122
2006   9  20   263.91666     0.157     0.138     0.142     0.124     0.120     0.121     0.135     0.134
2006   9  20   263.95834     0.141     0.122     0.120     0.109     0.097     0.102     0.117     0.116
2006   9  21   264.00000     0.141     0.123     0.124     0.110     0.104     0.097     0.106     0.115
2006   9  21   264.04166     0.135     0.115     0.115     0.101     0.088     0.086     0.092     0.104
2006   9  21   264.08334     0.155     0.135     0.142     0.123     0.114     0.109     0.121     0.128
2006   9  21   264.12500     0.124     0.106     0.108     0.096     0.088     0.081     0.089     0.099
2006   9  21   264.16666     0.138     0.122     0.122     0.111     0.099     0.097     0.107     0.114
2006   9  21   264.20834     0.132     0.113     0.118     0.101     0.090     0.084     0.090     0.104
2006   9  21   264.25000     0.147     0.129     0.126     0.114     0.100     0.094     0.108     0.117
2006   9  21   264.29166     0.174     0.138     0.142     0.116     0.098     0.084     0.082     0.119
2006   9  21   264.33334     0.236     0.189     0.184     0.161     0.143     0.136     0.151     0.171
2006   9  21   264.37500     0.092     0.077     0.077     0.065     0.057     0.048     0.041     0.065
2006   9  21   264.41666     0.097     0.089     0.090     0.087     0.085     0.087     0.099     0.090
2006   9  21   264.45834     0.195     0.154     0.154     0.145     0.141     0.137     0.138     0.152
2006   9  21   264.50000     0.164     0.128     0.127     0.115     0.111     0.106     0.111     0.123
2006   9  21   264.54166     0.155     0.121     0.120     0.104     0.096     0.085     0.078     0.109
2006   9  21   264.58334     0.125     0.109     0.111     0.102     0.098     0.100     0.113     0.108
2006   9  21   264.62500     0.108     0.097     0.100     0.095     0.091     0.095     0.110     0.099
2006   9  21   264.66666     0.101     0.086     0.088     0.079     0.076     0.070     0.071     0.082
2006   9  21   264.70834     0.095     0.088     0.090     0.084     0.080     0.077     0.077     0.084
2006   9  21   264.75000     0.090     0.077     0.080     0.076     0.075     0.074     0.075     0.078
2006   9  21   264.79166     0.107     0.093     0.092     0.087     0.084     0.085     0.098     0.092
2006   9  21   264.83334     0.120     0.101     0.100     0.098     0.100     0.103     0.122     0.106
2006   9  21   264.87500     0.093     0.075     0.074     0.067     0.062     0.054     0.043     0.067
2006   9  21   264.91666     0.105     0.088     0.087     0.085     0.087     0.093     0.111     0.094
2006   9  21   264.95834     0.066     0.052     0.050     0.045     0.044     0.038     0.031     0.047
2006   9  22   265.00000     0.090     0.074     0.075     0.069     0.066     0.065     0.063     0.072
2006   9  22   265.04166     0.104     0.085     0.086     0.082     0.084     0.087     0.106     0.091
2006   9  22   265.08334     0.088     0.067     0.068     0.060     0.057     0.051     0.046     0.062
2006   9  22   265.12500     0.096     0.078     0.077     0.072     0.068     0.066     0.066     0.075
2006   9  22   265.16666     0.078     0.071     0.073     0.072     0.074     0.077     0.086     0.076
2006   9  22   265.20834     0.041     0.034     0.034     0.030     0.027     0.024     0.019     0.030
2006   9  22   265.25000     0.041     0.043     0.045     0.044     0.045     0.044     0.048     0.044
2006   9  22   265.29166     0.044     0.049     0.051     0.054     0.055     0.062     0.078     0.056
2006   9  22   265.33334     0.034     0.032     0.035     0.030     0.028     0.025     0.017     0.029
2006   9  22   265.37500     0.039     0.040     0.043     0.041     0.040     0.039     0.035     0.040
2006   9  22   265.41666     0.107     0.117     0.123     0.126     0.130     0.135     0.152     0.127
2006   9  22   265.45834     0.062     0.059     0.063     0.059     0.055     0.049     0.037     0.055
2006   9  22   265.50000     0.048     0.047     0.054     0.049     0.048     0.048     0.051     0.049
2006   9  22   265.54166     0.016     0.015     0.015     0.016     0.017     0.016     0.013     0.015
2006   9  22   265.58334     0.046     0.046     0.053     0.048     0.046     0.045     0.049     0.047
2006   9  22   265.62500     0.036     0.036     0.036     0.035     0.036     0.037     0.040     0.036
2006   9  22   265.66666     0.039     0.039     0.043     0.043     0.046     0.050     0.058     0.046
2006   9  22   265.70834     0.046     0.050     0.051     0.053     0.053     0.057     0.061     0.053
2006   9  22   265.75000     0.050     0.050     0.054     0.052     0.051     0.050     0.055     0.052
2006   9  22   265.79166     0.024     0.027     0.027     0.033     0.035     0.038     0.043     0.032
2006   9  22   265.83334     0.044     0.044     0.046     0.046     0.048     0.050     0.054     0.048
2006   9  22   265.87500     0.036     0.033     0.035     0.033     0.031     0.027     0.021     0.031
2006   9  22   265.91666     0.028     0.022     0.024     0.026     0.034     0.034     0.030     0.028
2006   9  22   265.95834     0.061     0.061     0.065     0.068     0.071     0.083     0.099     0.073
2006   9  23   266.00000     0.041     0.033     0.034     0.034     0.037     0.037     0.040     0.037
2006   9  23   266.04166     0.038     0.037     0.040     0.036     0.036     0.034     0.032     0.036
2006   9  23   266.50000     0.026     0.014     0.015     0.011     0.006     0.006    -0.030     0.007
2006   9  23   266.54166     0.040     0.036     0.043     0.039     0.042     0.043     0.044     0.041
2006   9  23   266.58334     0.041     0.040     0.042     0.044     0.046     0.052     0.062     0.047
2006   9  23   266.62500     0.037     0.037     0.039     0.039     0.039     0.041     0.046     0.040
2006   9  23   266.66666     0.025     0.019     0.022     0.010     0.016     0.021     0.012     0.018
2006   9  23   266.70834     0.036     0.039     0.044     0.044     0.047     0.053     0.066     0.047
2006   9  23   266.75000     0.025     0.025     0.024     0.026     0.026     0.028     0.033     0.027
2006   9  23   266.79166     0.016     0.013     0.015     0.010     0.010     0.004    -0.006     0.009
2006   9  23   266.83334     0.027     0.028     0.032     0.033     0.034     0.042     0.054     0.036
2006   9  23   266.87500     0.031     0.032     0.033     0.030     0.030     0.029     0.034     0.031
2006   9  23   266.91666     0.020     0.020     0.017     0.023     0.025     0.030     0.036     0.024
2006   9  23   266.95834     0.014     0.010     0.008     0.006     0.003    -0.002    -0.016     0.003
2006   9  24   267.00000     0.024     0.025     0.024     0.024     0.027     0.028     0.033     0.027
2006   9  24   267.04166     0.021     0.022     0.027     0.028     0.030     0.035     0.046     0.030
2006   9  24   267.08334     0.021     0.021     0.021     0.018     0.017     0.015     0.012     0.018
2006   9  24   267.12500     0.022     0.021     0.023     0.026     0.028     0.034     0.045     0.029
2006   9  24   267.16666     0.021     0.018     0.018     0.015     0.014     0.008    -0.006     0.013
2006   9  24   267.20834     0.031     0.034     0.038     0.040     0.042     0.051     0.070     0.044
2006   9  24   267.25000     0.016     0.014     0.014     0.011     0.008     0.004    -0.006     0.009
2006   9  24   267.29166     0.035     0.036     0.037     0.037     0.038     0.041     0.049     0.039
2006   9  24   267.33334     0.024     0.023     0.026     0.026     0.030     0.029     0.033     0.027
2006   9  24   267.37500     0.035     0.034     0.036     0.033     0.031     0.030     0.024     0.032
2006   9  24   267.41666     0.051     0.050     0.051     0.050     0.052     0.054     0.062     0.053
2006   9  24   267.45834     0.036     0.035     0.039     0.038     0.041     0.045     0.054     0.041
2006   9  24   267.50000     0.050     0.053     0.056     0.058     0.061     0.065     0.077     0.060
2006   9  24   267.54166     0.084     0.083     0.091     0.087     0.086     0.087     0.087     0.086
2006   9  24   267.58334     0.068     0.066     0.068     0.068     0.067     0.065     0.055     0.065
2006   9  24   267.62500     0.058     0.056     0.062     0.061     0.065     0.068     0.072     0.063
2006   9  24   267.66666     0.110     0.109     0.115     0.108     0.106     0.097     0.087     0.105
2006   9  24   267.70834     0.103     0.090     0.093     0.090     0.090     0.089     0.093     0.093
2006   9  24   267.75000     0.081     0.079     0.083     0.082     0.084     0.089     0.099     0.085
2006   9  24   267.79166     0.099     0.097     0.104     0.100     0.100     0.097     0.093     0.099
2006   9  24   267.83334     0.498     0.515     0.553     0.556     0.571     0.592     0.634     0.560
2006   9  24   267.87500     0.049     0.039     0.039     0.034     0.029     0.026     0.013     0.033
2006   9  24   267.91666     0.043     0.042     0.043     0.047     0.053     0.058     0.074     0.051
2006   9  24   267.95834     0.141     0.150     0.160     0.159     0.161     0.162     0.162     0.156
2006   9  25   268.00000     0.055     0.058     0.061     0.060     0.060     0.062     0.070     0.061
2006   9  25   268.04166     0.021     0.022     0.025     0.023     0.026     0.027     0.031     0.025
2006   9  25   268.08334     0.041     0.044     0.045     0.045     0.043     0.051     0.058     0.047
2006   9  25   268.12500     0.032     0.032     0.037     0.037     0.042     0.040     0.047     0.038
2006   9  25   268.16666     0.040     0.041     0.043     0.045     0.048     0.056     0.066     0.049
2006   9  25   268.20834     0.008     0.004    -0.001    -0.001    -0.004    -0.007    -0.014    -0.002
2006   9  25   268.25000     0.021     0.023     0.028     0.027     0.031     0.034     0.039     0.029
2006   9  25   268.29166    -0.004    -0.008    -0.011    -0.014    -0.016    -0.023    -0.037    -0.016
2006   9  25   268.33334     0.065     0.070     0.075     0.079     0.082     0.093     0.124     0.084
2006   9  25   268.37500     0.006     0.004     0.002    -0.003    -0.004    -0.010    -0.029    -0.005
2006   9  25   268.41666     0.029     0.029     0.031     0.031     0.031     0.030     0.028     0.030
2006   9  25   268.45834     0.032     0.034     0.039     0.042     0.044     0.054     0.074     0.046
2006   9  25   268.50000     0.017     0.014     0.010     0.007     0.003    -0.005    -0.021     0.003
2006   9  25   268.54166     0.038     0.042     0.052     0.053     0.056     0.067     0.088     0.056
2006   9  25   268.58334     0.033     0.031     0.036     0.037     0.039     0.041     0.049     0.038
2006   9  25   268.62500     0.007     0.006     0.009     0.005     0.004     0.001    -0.007     0.004
2006   9  25   268.66666     0.043     0.045     0.042     0.043     0.044     0.040     0.036     0.042
2006   9  25   268.70834     0.617     0.574     0.605     0.587     0.594     0.602     0.639     0.602
2006   9  25   268.75000     0.402     0.339     0.343     0.321     0.320     0.318     0.327     0.339
2006   9  25   268.79166     0.177     0.146     0.153     0.146     0.145     0.149     0.161     0.154
2006   9  25   268.83334     0.014     0.019     0.021     0.018     0.020     0.020     0.019     0.019
2006   9  25   268.87500     0.009     0.018     0.019     0.026     0.028     0.034     0.052     0.026
2006   9  25   268.91666     0.015     0.020     0.020     0.018     0.019     0.015     0.007     0.016
2006   9  25   268.95834     0.035     0.041     0.046     0.049     0.053     0.062     0.079     0.052
2006   9  26   269.00000     0.081     0.085     0.091     0.088     0.085     0.087     0.089     0.086
2006   9  26   269.04166     0.048     0.055     0.060     0.062     0.069     0.073     0.095     0.066
2006   9  26   269.08334     0.037     0.039     0.043     0.042     0.041     0.044     0.042     0.041
2006   9  26   269.12500     0.030     0.032     0.033     0.036     0.036     0.038     0.042     0.035
2006   9  26   269.16666     0.036     0.041     0.039     0.039     0.039     0.041     0.042     0.040
2006   9  26   269.20834     0.031     0.028     0.037     0.036     0.040     0.040     0.039     0.036
2006   9  26   269.25000     0.039     0.046     0.045     0.046     0.050     0.051     0.059     0.048
2006   9  26   269.29166     0.046     0.046     0.053     0.053     0.054     0.060     0.072     0.055
2006   9  26   269.33334     0.058     0.062     0.065     0.066     0.066     0.067     0.076     0.066
2006   9  26   269.37500     0.048     0.050     0.056     0.057     0.062     0.074     0.094     0.063
2006   9  26   269.41666     0.033     0.032     0.032     0.030     0.028     0.024     0.015     0.028
2006   9  26   269.45834     0.067     0.068     0.074     0.069     0.066     0.073     0.084     0.072
2006   9  26   269.50000     0.049     0.039     0.044     0.044     0.044     0.038     0.039     0.042
2006   9  26   269.54166     0.051     0.054     0.057     0.055     0.056     0.065     0.080     0.060
2006   9  26   269.58334     0.035     0.029     0.030     0.025     0.023     0.017     0.009     0.024
2006   9  26   269.62500     0.047     0.045     0.049     0.045     0.046     0.048     0.048     0.047
2006   9  26   269.66666     0.056     0.051     0.057     0.053     0.050     0.052     0.060     0.054
2006   9  26   269.70834     0.079     0.085     0.090     0.095     0.096     0.111     0.143     0.100
2006   9  26   269.75000     0.054     0.048     0.053     0.046     0.045     0.041     0.035     0.046
2006   9  26   269.79166     0.167     0.171     0.181     0.184     0.189     0.204     0.236     0.190
2006   9  26   269.83334     0.048     0.047     0.049     0.043     0.045     0.044     0.042     0.045
2006   9  26   269.87500     0.027     0.028     0.032     0.032     0.033     0.035     0.040     0.032
2006   9  26   269.91666     0.105     0.088     0.086     0.085     0.084     0.088     0.102     0.091
2006   9  26   269.95834     0.031     0.030     0.033     0.031     0.029     0.024     0.025     0.029
2006   9  27   270.00000     0.076     0.078     0.082     0.084     0.089     0.100     0.119     0.090
2006   9  27   270.04166     0.112     0.116     0.125     0.118     0.115     0.118     0.124     0.118
2006   9  27   270.08334     0.077     0.080     0.085     0.083     0.087     0.092     0.117     0.089
2006   9  27   270.12500     0.088     0.083     0.089     0.081     0.077     0.071     0.066     0.079
2006   9  27   270.16666     0.075     0.070     0.077     0.076     0.075     0.084     0.104     0.080
2006   9  27   270.20834     0.083     0.081     0.084     0.074     0.066     0.067     0.073     0.076
2006   9  27   270.25000     0.063     0.056     0.057     0.051     0.052     0.051     0.058     0.055
2006   9  27   270.29166     0.078     0.077     0.082     0.079     0.079     0.080     0.092     0.081
2006   9  27   270.33334     0.085     0.081     0.079     0.070     0.066     0.063     0.067     0.073
2006   9  27   270.37500     0.090     0.085     0.095     0.090     0.086     0.092     0.108     0.092
2006   9  27   270.41666     0.076     0.066     0.067     0.056     0.049     0.043     0.040     0.057
2006   9  27   270.45834     0.108     0.100     0.106     0.096     0.090     0.093     0.109     0.100
2006   9  27   270.50000     0.101     0.094     0.098     0.088     0.082     0.078     0.092     0.091
2006   9  27   270.54166     0.070     0.058     0.060     0.047     0.042     0.042     0.048     0.052
2006   9  27   270.58334     0.072     0.064     0.067     0.054     0.049     0.043     0.040     0.056
2006   9  27   270.62500     0.091     0.078     0.079     0.066     0.058     0.050     0.044     0.066
2006   9  27   270.66666     0.000    -0.005    -0.006    -0.021    -0.025    -0.036    -0.046    -0.020
2006   9  27   270.70834     0.126     0.113     0.121     0.111     0.103     0.106     0.126     0.115
2006   9  27   270.75000    -0.346    -0.360    -0.421    -0.407    -0.428    -0.482    -0.635    -0.440
2006   9  27   270.79166     0.177     0.172     0.206     0.179     0.174     0.187     0.281     0.197
2006   9  27   270.83334     0.431     0.409     0.418     0.409     0.390     0.397     0.396     0.407
2006   9  27   270.87500     0.123     0.091     0.093     0.079     0.079     0.083     0.094     0.092
2006   9  27   270.91666     0.200     0.152     0.154     0.131     0.131     0.143     0.163     0.153
2006   9  27   270.95834     0.301     0.220     0.216     0.184     0.170     0.159     0.162     0.202
2006   9  28   271.00000     0.238     0.161     0.162     0.130     0.116     0.110     0.116     0.147
2006   9  28   271.04166     0.178     0.153     0.159     0.138     0.127     0.127     0.147     0.147
2006   9  28   271.08334     0.151     0.130     0.131     0.111     0.099     0.094     0.103     0.117
2006   9  28   271.12500     0.277     0.219     0.223     0.178     0.150     0.134     0.143     0.189
2006   9  28   271.16666     0.279     0.213     0.209     0.171     0.148     0.141     0.162     0.189
2006   9  28   271.20834     0.170     0.138     0.142     0.115     0.095     0.081     0.073     0.116
2006   9  28   271.25000     0.131     0.117     0.118     0.105     0.097     0.090     0.102     0.109
2006   9  28   271.29166     0.143     0.127     0.133     0.113     0.098     0.091     0.098     0.115
2006   9  28   271.33334     0.123     0.109     0.117     0.103     0.093     0.091     0.094     0.104
2006   9  28   271.37500     0.203     0.179     0.179     0.157     0.138     0.130     0.141     0.161
2006   9  28   271.41666     0.412     0.349     0.362     0.295     0.242     0.209     0.209     0.297
2006   9  28   271.45834     0.432     0.369     0.371     0.298     0.237     0.192     0.196     0.299
2006   9  28   271.50000     0.314     0.280     0.291     0.235     0.192     0.158     0.164     0.233
2006   9  28   271.54166     0.271     0.243     0.255     0.211     0.185     0.169     0.188     0.217
2006   9  28   271.58334     0.270     0.243     0.249     0.205     0.175     0.148     0.160     0.207
2006   9  28   271.62500     0.291     0.261     0.278     0.232     0.200     0.191     0.215     0.238
