PI: Jack Qiang Ji
PI Contact Info:
   Code 613.2
   NASA/Goddard Space Flight Center
   Greenbelt, MD 20771
   ji@climate.gsfc.nasa.gov

Data Info.: Aerosol Scattering Coefficients
Instrument: TSI 3-Wavelength Nephelometer
Platform: COMMIT
Project Info.: NAMMA 2006 study

Temporal Resolution of Current Dataset : 1 hour (average)
Data Status: Preliminary
Units:
   Scattering Coeff.: Mm^-1 
   Angstrom Exponent: non-dimensional
   Relative Humidity: fraction
Latitude: 16.732deg N
Longitude: 22.936deg W
Site Altitude: 80 meter
Stipulations on Use: Use of these data requires PI permission

 DoY(UTC)      Ksca_450nm  Ksca_550nm  Ksca_700nm   Ang.Exp.    RH
 267.97916    -1.63417    -1.75750    -1.49583     0.20019    0.409
 268.02084    -1.72300    -1.77600    -1.59400     0.17613    0.420
 268.06250    -1.88667    -1.70750    -1.57167     0.41345    0.420
 268.10416    -1.70500    -1.66000    -1.52583     0.25128    0.425
 268.14584    -1.44167    -1.46500    -1.29450     0.24370    0.422
 268.18750    -1.42392    -1.39167    -1.25825     0.27995    0.428
 268.22916    -1.56842    -1.51583    -1.32392     0.38357    0.429
 268.27084    -1.90917    -1.77000    -1.51583     0.52215    0.430
 268.31250    -1.67083    -1.67000    -1.46333     0.30013    0.425
 268.35416    -1.70417    -1.69750    -1.48583     0.31030    0.428
 268.39584    -1.71867    -1.69000    -1.50000     0.30800    0.431
 268.43750    -1.50583    -1.53667    -1.41000     0.14883    0.430
 268.47916    -1.00967    -0.91308    -0.81217     0.49265    0.440
 268.52084    -0.56668    -0.61392    -0.47013     0.42275    0.434
 268.56250         NaN         NaN         NaN         NaN      NaN
 268.60416         NaN         NaN         NaN         NaN      NaN
 268.64584    -0.92436    -0.72591    -0.49259     1.42460    0.483
 268.68750     1.64145     1.11827     0.61136     2.23534    0.486
 268.72916   -19.05917   -14.92167   -10.73325     1.29959    0.477
 268.77084   -16.91182   -12.29273    -7.87909     1.72871    0.493
 268.81250    -7.96917    -6.77333    -5.24833     0.94531    0.477
 268.85416    -8.96546    -7.38000    -5.55727     1.08247    0.466
 268.89584    -0.16818    -0.13172    -0.06598     2.11766    0.466
 268.93750     0.11904    -0.00156     0.06534     1.35758    0.453
 268.97916     0.05008     0.21494     0.08139    -1.09938    0.449
 269.02084     0.18884     0.35360     0.16568     0.29613    0.445
 269.06250     0.37828     0.25793     0.25312     0.90930    0.446
 269.10416     0.56700     0.33982     0.29945     1.44488    0.452
 269.14584    -0.00505     0.04544    -0.08010    -6.25560    0.446
 269.18750    -0.26731    -0.03875    -0.11979     1.81666    0.448
 269.22916     0.04972     0.09623     0.12375    -2.06396    0.450
 269.27084     0.29697     0.21673     0.21994     0.67967    0.455
 269.31250    -0.25581    -0.02025    -0.11138     1.88189    0.452
 269.35416    -0.27612    -0.06811    -0.16325     1.18944    0.459
 269.39584     0.11912     0.06421    -0.01168        -NaN    0.464
 269.43750     0.02308     0.12027     0.05078    -1.78468    0.464
 269.47916     1.20633     1.14799     1.00379     0.41600    0.474
 269.52084     2.25291     2.16835     2.03034     0.23543    0.479
 269.56250    -0.52592    -0.24753    -0.13983     2.99817    0.476
 269.60416    -0.67605    -0.47291    -0.34836     1.50063    0.475
 269.64584     0.28385     0.24635     0.09481     2.48191    0.466
 269.68750     4.92909     4.67727     4.26364     0.32825    0.481
 269.72916    -3.90333    -2.96250    -2.16917     1.32966    0.473
 269.77084    -3.96455    -2.99364    -2.30182     1.23054    0.467
 269.81250    -0.41767     0.00913    -0.02804     6.11315    0.466
 269.85416    -0.88864    -0.50200    -0.37355     1.96148    0.468
 269.89584     4.13819     3.83017     3.37100     0.46409    0.463
 269.93750     1.29991     1.04027     0.81782     1.04883    0.462
 269.97916    -0.02405    -0.03702    -0.13312    -3.87271    0.455
 270.02084     0.34358     0.22714     0.11467     2.48366    0.452
 270.06250    -0.21384    -0.10249    -0.09508     1.83436    0.457
 270.10416    -0.50645    -0.26366    -0.14627     2.81093    0.455
 270.14584    -0.26681    -0.06358    -0.12663     1.68684    0.456
 270.18750    -0.00329     0.14814     0.15618        -NaN    0.459
 270.22916    -0.57403    -0.36667    -0.23185     2.05190    0.459
 270.27084    -0.25955    -0.14908    -0.05502     3.51080    0.460
 270.31250    -0.33843    -0.17824    -0.10781     2.58915    0.455
 270.35416    -0.18291     0.02020     0.06258        -NaN    0.460
 270.39584     0.06815    -0.07806    -0.00658        -NaN    0.469
 270.43750     0.50764     0.32516     0.35225     0.82704    0.477
 270.47916     1.16458     1.05042     1.00558     0.33224    0.475
 270.52084    -0.19879    -0.17968    -0.09445     1.68420    0.479
 270.56250     1.18452     0.98726     0.74467     1.05052    0.488
 270.60416     0.28355     0.11790    -0.00610        -NaN    0.476
 270.64584    -0.47273    -0.33475    -0.37732     0.51016    0.482
 270.68750    -0.22373    -0.12320    -0.11186     1.56880    0.479
 270.72916    -0.09448    -0.13964    -0.10336    -0.20324    0.483
 270.77084     0.57173     0.57944     0.59295    -0.08251    0.479
 270.81250    -1.67242    -1.06617    -0.78267     1.71856    0.477
 270.85416    -2.08664    -1.29818    -0.87955     1.95527    0.473
 270.89584     1.68194     1.35617     1.09593     0.96948    0.456
 270.93750     0.47187     0.22189     0.11697     3.15678    0.454
 270.97916     5.00258     3.84483     2.74740     1.35639    0.456
 271.02084     0.31174     0.19209     0.15047     1.64858    0.459
 271.06250     0.16002     0.05762     0.10231     1.01241    0.458
 271.10416     0.13420     0.15867     0.24620    -1.37337    0.458
 271.14584    -1.50392    -1.26258    -0.89833     1.16625    0.464
 271.18750    -0.18396    -0.06369     0.05102        -NaN    0.477
 271.22916    -0.57938    -0.49351    -0.41392     0.76115    0.474
 271.27084    -0.86327    -0.67718    -0.59445     0.84441    0.475
 271.31250    -0.20899    -0.30259    -0.24545    -0.36394    0.463
 271.35416     0.04708    -0.02102     0.02437     1.49004    0.472
 271.39584     1.91450     2.00167     1.79483     0.14608    0.483
 271.43750     5.69455     5.65455     5.17909     0.21474    0.502
 271.47916    -0.29748    -0.24736    -0.10550     2.34621    0.493
 271.52084    -0.41882    -0.26173    -0.01709     7.24005    0.492
 271.56250    -7.72083    -8.40667    -8.26250    -0.15346    0.517
 271.60416    -9.54182   -10.62182   -10.62545    -0.24346    0.519
 271.64584         NaN         NaN         NaN         NaN      NaN
 271.68750         NaN         NaN         NaN         NaN      NaN
 271.72916         NaN         NaN         NaN         NaN      NaN
 271.77084         NaN         NaN         NaN         NaN      NaN
 271.81250         NaN         NaN         NaN         NaN      NaN
 271.85416         NaN         NaN         NaN         NaN      NaN
 271.89584         NaN         NaN         NaN         NaN      NaN
 271.93750         NaN         NaN         NaN         NaN      NaN
 271.97916         NaN         NaN         NaN         NaN      NaN
